id_sp,kode_pt,nama_pt
FC073BEA-8D63-4D43-BA4C-208225021CA5,213436,STEI Walisongo sampang
87A379BE-CAE0-46DD-B69A-208D4785A57C,233056,STT BISANRY MAKASSAR
9CB23484-BFF2-4ED8-B733-2092A3571E9E,123052,Sekolah Tinggi Ilmu Kesehatan Makariwo Halmahera
50C56491-7A73-40DD-877D-20A7ADBEC63E,043351,STIKES Raflesia
29919CF8-6D5C-4D84-AD75-20A9E0C236E2,074050,Akademi Keperawatan Pamenang
78D009B0-E0FC-4C1A-BE1C-20AA4D357085,013201,Sekolah Tinggi Ilmu Kesehatan Indah Medan
8ACF04FA-ECF3-442C-B9B0-20AC897D5604,900227,Ewha Womens University
F1D9C822-29D0-4A47-A032-20B43F782689,233209,Sekolah Tinggi Teologi Calvary Batam
B5FDF347-931D-46C8-BB95-20B7B1C8B5BA,001007,Universitas Padjadjaran
5DB1C306-D68E-4A6A-9AC5-20C9E2A3AAB7,213763,Sekolah Tinggi Agama Islam Bina Nusa Penajam Paser Utara
9E61FEF2-0815-4E99-BF0B-20CB3D941E02,043134,Sekolah Tinggi Ilmu Ekonomi YPN
7D98C990-CC9A-4E4F-919C-20CEFE66A296,901535,Texas Christia University
212FF25B-2A45-414A-9756-20D41187FC1F,903193,Universidad De Cadiz
60864F23-BFDC-4E91-953F-20D54FE6675E,214009,Institut Agama Islam Nahdlatul Ulama Sumatera Selatan 
F90A1190-D063-404B-9EB3-20DA21810934,104052,Akademi Kebidanan Alifah Padang
02891396-AAA7-4500-908D-20DCEA6FAC92,405009,Poltekkes Kemenkes Jakarta II
D3521E18-3D1C-4E7A-9F01-20E53900CDD0,233354,Sekolah Tinggi Teologi Ratson Bangka Belitung
5DF16621-E5CE-4E9E-921A-20EE5B582832,061017,Universitas Semarang
B8C6EE06-D341-4A94-936A-20EFC5240807,144011,Akademi Keperawatan RS Marthen Indey
270B31EE-F406-40CA-BE0B-20EFE809F163,233367,Sekolah Tinggi Ifta Jayapura
9909140B-BCC0-46B1-9F52-20FB10E5C6AC,023074,Sekolah Tinggi Ilmu Pertanian Belitang
7AAEDBAB-EC02-45AF-890B-20FBC63B2D82,902159,Schola Glowna Planowania
F45A1CE9-32B6-4CBE-AB8E-20FD103510B1,903286,Singapore Polytechnic
DC58A516-AE4F-41A0-A366-210308B23AB3,233100,Sekolah Tinggi Teologi Ecclesia Christi Jakarta
C71B8E60-6904-4C89-A426-210AAE268A07,445001,Politeknik Pembangunan Pertanian Malang
CDC661E1-B0DF-4514-BB6B-210B1256D574,213425,"STAI Muara Bulian Batanghari, Jambi"
B4D7794A-3EE3-4B3A-9BFB-210DD0A65A82,201025,Universitas Islam Negeri Datokarama Palu
2A5D8F02-1A6F-482C-B28B-211C82BAA311,232001,Institut Agama dan Keagamaan Oikumene Indonesia Timur Ambon
3B8C503E-EB39-4E67-B254-21263A193DFB,201009,Universitas Islam Negeri Raden Fatah Palembang
A33C829A-77C2-49EC-B100-212D0947F690,133018,STKIP Bina Bangsa Getsempena
F38BAF46-CB3E-4C0F-8CB0-21322EE931CD,113084,STIKES Eka Harap
82C22A3A-9F96-4A20-8AA2-2135276BC702,121005,Universitas Muhammadiyah Maluku Utara
39538652-4072-4977-AD9F-2137E131EBFC,071121,Universitas Kepanjen
B6412408-5172-4692-8583-21475E9A9E2D,900887,Lingnan University
26AB9D1F-1097-45FD-B32D-2165E15F7E3C,213304,STIT Syekh Burhanuddin Pariaman
51E69ED5-E1A1-4DB3-AF75-216B9BC85F13,112005,Institut Teknologi dan Bisnis Sabda Setia
D767F77A-1074-483E-9D78-217B1D32A398,902537,INSTITUTE OF ARAB RESEARCH AND STUDIES CAIRO
FE0AA195-F6B9-4C23-9829-217D66142C79,901924,Nijenrode Universiteit
C38AB9B7-6506-4B08-8252-2182BAB4853B,903298,Wilmington University
A4AF39B9-C77E-4E7A-B294-218984558246,034089,Akademi Sekretaris ISWI Jakarta
11F05632-6159-4818-A0F2-21942C89FAA6,273014,STKPK  Bina Insan 
32CEAC32-9284-4D5D-B37F-21973C3E5CF7,902831,WESTERN OREGON UNIVERSITY
33929895-95FC-4654-9BD4-219906014682,900972,California Institute Of Technology
A18F0856-1264-433F-9915-21A22FADF380,014013,Akademi Teknik Indonesia Cut Meutia
793967F6-535E-4BB6-9C83-21AEA25CC482,902518,university of vaasa
C37620E3-90A6-427B-A845-21B533A99F7E,061048,Universitas  Harapan Bangsa
94ACA1A2-0AD7-4E82-A7FA-21B5554CDC5D,203032,STAIN Sorong
B66BE340-AA9B-4335-AF6A-21C35E5DC3C6,901205,Vanderbilt University
2424299D-40C8-46E7-95AD-21C857C5F23D,071093,Universitas Billfath
20C2FC57-2DEA-4386-AF90-21CCA26BF5B1,115031,Politeknik Kesehatan Borneo Citra Medika
BE1A1B68-876D-4C7B-99A7-21CCEDB5EEF9,213150,STAI YAPATA Al-Jawami Bandung
0E16E099-F29B-44F9-B020-21D1949A5D3A,014042,Akademi Kebidanan Nusantara 2000
39322592-562D-4910-AB84-21D6777BD6F8,902521,TECHNISCHE FACHHOCHSCHULE BERLIN
66EA44E4-91F1-4F7A-8175-21DC79A9FCBD,023102,Sekolah Tinggi Teknologi Pagaralam
BCF63B07-E702-4907-9621-21DD7AEF74B4,001034,Universitas Pendidikan Indonesia
E11687A5-DCD7-4D72-BD85-21E512CC0830,103073,Sekolah Tinggi Ilmu Kesehatan Fort De Kock
DA480669-5873-4DC8-81E7-21ED22C9D5FD,202018,Institut Agama Islam Negeri Padangsidimpuan
981C8740-8B7B-45A7-91BB-2200869E2DF5,213434,STAI Ma`arif Kendal Ngawi
4066F053-A3B4-4147-96CD-2202D9EA00FF,903158,Diplome D'Etudes Approfondies
4A1B7AD5-1484-454B-A5E0-2203E0DB6B8C,024050,Akademi Bahasa Asing Bina Insan Indonesia
50F3EA99-4A02-483E-B071-220F27612453,213412,"STIS Hidayatullah Balikpapan, Kalimantan Timur"
E4456B62-73DD-4B8F-BF40-22132C653299,233269,STT Anugrah Indonesia
1498AD2C-BBBD-4005-9520-2219F37B7116,013219,Sekolah Tinggi Ilmu Kesehatan Sentral
5E6280CE-9E7E-4B87-8608-22421AD0A0AD,213309,Sekolah Tinggi Agama Islam Ash-Shiddiqiyah Lempuing Jaya OKI
B5826D60-EBA5-4C78-91C1-2242B72D47D7,074051,Akademi Keperawatan Nazhatut Thullab Sampang
E08CE120-B8FB-4576-9B88-2245D421C585,104141,Akademi Akuntansi dan Komputer Stephen Jambi
5E10CE3A-2F9C-418B-8D2F-224CC80CC9ED,044207,Akademi Keperawatan Al-Ikhlas Cisarua
1F8C6674-702D-4827-BE07-224F693442B6,900379,National Taitung University
40B8C84E-EE4A-463E-B0A9-2250EA7C9B58,202006,IAIN Surakarta
5DB00DE6-B5F4-4B62-9013-225A916A5274,900736,Nanjing University Of Chemical Technology
13C71990-1B5C-4A8C-A9DC-22637C56CAD2,014129,Akademi Kebidanan Senior
F4E6799E-4E3C-41CA-A000-22678D0E74BC,901934,Hogeschool Rotterdam
0EFCA39D-42BC-47DF-9EC0-2269D6D9153A,901028,Florida State University
04498F7A-AB94-4E14-A69A-22724DF213B5,901221,University Of Vermont
79A99D66-6E5C-45A2-8362-227251617B9C,903315,Vistula School of Hospitality
159D7575-BD34-45B6-A6B0-22801E06E495,161004,Universitas Sintuwu Maroso Poso
659A6E6A-A4BA-4BEC-A17F-22832954C614,902463,School For Dental Nurses
786E710B-B915-4479-92D3-22844BFBC43B,903452,Saint-Petersburg State Institute of Technology (Technical University)
13803A02-0E63-4D6D-82A6-2286C95555D7,900706,Shenzhen University
DC3D7BEF-2F93-4407-8394-228F83CFAA5B,074001,Akademi Teknologi Industri Tekstil Surabaya
9F5FD9F6-DE4E-46FD-8B4F-229529FF2254,900458,Central Colleges Of The Philippines
D452AE77-E0E2-433C-83A2-229583577AE5,900880,Mutah University
98FCB283-BDBB-4B4B-AB1A-229D82B42D9C,213493,STAI Al-Qudwah Depok
66111099-3DA7-4D72-85E7-22A2C26B8AF5,213431,STIT YAPIMA Muara Bungo
D3F42EFD-5F86-4DB6-B615-22A8C2176091,233184,Sekolah Tinggi Teologi Itia Medan
7B531273-963F-4B33-B116-22B1018A2AA1,902834,Universidad Nacional Mayor de San Marcos
4D879149-F9EA-4913-AE80-22B36DE30C2A,902144,Die Technische Universitat Graz
88BB3C82-398F-4914-85D2-22B74A47AF14,071045,Universitas Soerjo
50CA7E9C-6AF4-4477-8399-22BCCA7DC822,014029,Akademi Pariwisata Taman Harapan
AFD5796C-7654-46C9-8D30-22BF7C75E54F,901387,Rockford College
B400CD9E-64BB-418A-AD56-22C2B799CE73,902047,Rheinische Friedrich Wilhelms Universitat Bonn
3359FBFA-A966-4F9F-9969-22D039132DC8,902961,University of Hertfordshire at Canada
A340117F-77DC-408A-972E-22D67CBFB6D4,043383,Sekolah Tinggi Ilmu Kesehatan YPSDMI
03A8C9C0-B7ED-44A1-8DE1-22D9EBB6A655,113039,STIPER Muhammadiyah Tanah Grogot
9CF69B3B-FF4A-4B2E-9E96-22DFE21B4090,014171,Akademi Kebidanan Takasima Kabanjahe
941D03EA-DF69-4652-B328-22EC0B0C4766,902942,Oita University of Nursing and Health Sciences
A6CD2015-680F-4590-875F-22F13DC65E37,900593,Bundit Asia College
AAAD0B2E-3EC9-4012-9680-22FD4BB0D368,233165,Sekolah Tinggi Agama Kristen Abdi Wacana
04E7A143-3BF5-48F2-ADF3-2300BF4FBECD,901111,Massachusetts Institute Of Technology
AC77AFC2-D0AC-4901-8426-2302C6DD61C1,213490,STAI Pelita Bangsa
21A394CF-AD6C-4B64-A26D-2303791E0957,902943,KPJ HEALTHCARE UNIVERSITY COLLEGE
985FE39A-FAB5-40C6-A977-230A5F2493A1,902875,AALTO UNIVERSITY
2A4FC309-8771-41E2-B1CD-2313A7E05F6A,902958,Marymount College
EF0EFF46-FE3D-4B30-A447-231451C81221,902769,the university of science and technology
FB3BBF43-ABFB-41E0-807E-23194817EA3C,061032,Universitas Sultan Fatah
9CA7848E-0334-40E2-9AC8-231CCE946A10,213006,STAI Denpasar Bali
D6940101-2707-4B8F-BC5E-232F1FD06B99,111006,Universitas Balikpapan
54D5F0AD-12C4-4D6C-B8F1-2332B45B21A8,383004,Akademi Pariwisata Medan
F30016EC-64A9-423C-BF0F-233F6855CAED,013009,Sekolah Tinggi Ilmu Ekonomi Harapan
AA74ED69-B204-4C51-A340-23426832CA51,201018,Universitas Islam Internasional Indonesia
0E0E2840-4A5A-4B42-99B7-2348A0BC4352,063093,Sekolah Tinggi Ilmu Ekonomi AAS
405FA0E2-6988-4939-AD9A-234C6FD6EC67,104030,Akademi Manajemen Informatika & Komputer Jaya Nusa
CE8C6201-D132-46D2-85C8-2351264EED33,041052,Universitas BSI
FC024B3F-0936-4AC8-B84D-2368314D02ED,901508,Dominican University Rosary
54566766-D190-44D2-A769-236B7536D77A,103061,Sekolah Tinggi Ilmu Kesehatan Hang Tuah
3156593A-3B78-4FBF-AFAF-236B999B9BD0,902311,Sanitar Technikerschule Der Lehrkestatan
0803957D-7B13-4F57-99F8-236C49C68457,001054,Universitas Sulawesi Barat
3EAFF6B5-8C5B-46B8-98C8-238B16328EA8,213130,STAI Sayid Sabiq Indramayu
EEF090BB-50D9-4F9A-A737-238D8CA5A466,903039,SOOCHOW UNIVERSITY
8522397A-9220-4C60-BFDA-238F11A688A6,233001,Sekolah Tinggi Teologi Injili Indonesia Jakarta
2CB82B5E-4902-4A68-8E4F-2391F15E82DE,900300,Sogang University
49D0EA71-89E0-43A5-9226-2393D1E3CB4D,213163,STAI Darul Arqam Muhammadiyah Garut
51EA9BD4-1F0A-4CCC-A94C-2397B0C7EB4A,902258,The Odessa Marine Engineering Institute
1B57ED68-93A5-40E2-B97B-239F65DBA9D3,233243,Sekolah Tinggi Teologi Injili Indonesia Palu
77EAE987-9E55-425A-87D0-23A1EDDCD5A7,074003,Akademi Akupunktur Surabaya
1CDDFC0A-A003-49C5-B827-23A5205A51DB,902185,Vysokeho Skoli Zemedelsky V Brne
259675AB-9A67-41AB-B58E-23B581249938,044116,Akademi Kebidanan Yayasan Husada Madani
BCEF3059-5B69-487C-8036-23C2D34555EE,902865,Universita Della Calabria
225D9CAE-B4A3-4DC5-9D3A-23C8B98EF434,900277,Mokwon University Taejon
FF71F00D-D1FA-41F5-B1AC-23D23AF886F7,903043,SOUTHERN TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY
319C3B79-AD1A-432D-93A8-23DBBCFAEACA,074091,Akademi Kebidanan Bhakti Husada Mulia
D7B373E6-965B-406D-8557-23DE489371ED,031069,Universitas Nusa Mandiri
D2A9C175-4135-45E1-A351-23DFC4AD35EE,902234,Norwegian College Of Veterinary Medicine
F43AB4E8-7195-47E1-841F-23E01810842E,073011,Sekolah Tinggi Ilmu Bahasa Dan Sastra Satya Widya
B0367381-567D-4CD8-92FF-23E3873A91BF,901908,Haagse Hogeschool
72EFD390-F4A5-41FE-A600-23E5946ED126,901761,Ecole Nationale Superieure Des Telecommunications
5CBF7B2D-B199-4252-927E-23ECACA33874,901217,University Of Texas - Dallas
6087F938-E899-4647-BAF3-23FAC2DBFE78,111015,Universitas PGRI Palangka Raya
74EB3AC0-BFD4-4897-8DD5-23FCF088A8E2,064045,Akademi Pariwisata Eka Sakti
0F6B081B-1BF9-4782-AA3F-240216BC7D55,032004,Institut Sains Dan Teknologi Nasional
7C9338FD-CD2F-4B80-B2EE-2410615A132A,071004,Universitas Surabaya
751807E8-A3A7-48F3-AC4F-2417971EA0E6,902176,University 17th November In Prague
930E20C0-AB1B-4B00-AC11-24301C9274DF,233238,Sekolah Tinggi Teologi Arastamar Mamasa
6F69EB68-9CC6-4FAD-A14B-2431838D24E9,902745,ANTWERP MANAGEMENT SCHOOL
827B3DE2-552F-4854-9742-2439D2714261,901434,Devry Institute Of Technology
E60768E9-6378-4EE5-A681-2449A37F238B,903007,Erciyes University
2330317B-553B-4FCC-890A-244D639E6B39,213433,STITNU Al Hikmah Mojokerto
B7B1CBDE-2CC9-4CAF-B534-244E841F1B7B,065031,Politeknik Katolik Mangunwijaya
BFBB42D0-15BC-4922-ABE9-2456D63ECC96,900412,Patts College Of Aeronautics
B142AA5D-6ABD-46B4-8C21-24655D70BF53,064005,Akademi Keuangan Dan Akuntansi Wika Jasa
9DD5541A-BD22-4CD4-93D7-2475266C1679,013199,STKIP  Asy-Syafi iyah Internasional Medan
53C1C998-6F15-4AC8-A1B8-24798A6BAB89,033193,STKIP Kebangkitan Nasional
F084767B-1F2C-4EC6-98B7-248054447BB6,045028,Politeknik PGRI Banten
74D28340-1454-486D-A248-248834D5679D,903387,Izmir Institute of Technology
7004414C-AF72-4813-840A-248FCCBEEAEF,014117,Akademi Manajemen Informatika Dan Komputer Medan
D1727FD7-F2DB-4EF6-BE1F-249061C84386,903276,Maastricht School of Management
8E10F588-0590-44B1-AEAF-24A0FC2F3A29,104017,Akademi Keuangan Dan Perbankan Riau
7C89D149-AD6D-4549-B947-24A1A330EBBA,901346,Frostburg State University
ADD08BBF-1E5D-4662-86AF-24AD86BD006E,013140,Sekolah Tinggi Ilmu Kesehatan Santa Elisabeth Medan
EFC1DBEF-B168-4D37-A1C9-24AEED3CC17F,901570,De Montfort University Leicester
B6B5D07D-7313-4AB9-BF01-24B25C062B6E,213116,STAI KH. Abdul Kabier Serang
C156DEFD-782A-459B-B134-24C4648A9D13,001016,Universitas Mataram
945BB169-43F3-46B1-B023-24D52ABFCA90,901574,Sheffield Hallam University
CF6E0CAA-9B5D-4EFD-9FBF-24D70D392446,213157,"STAI Al-Mas`udiyah, Sukabumi"
50E60AB5-C937-4BAF-90F5-24DB76EA57A4,900023,Kyushu Institute Of Technology
9D265D23-DF4B-4B4A-BAB3-24DD1C562969,143052,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kristen Sorong Selatan
CBB86324-C599-4314-ACB0-24E387F21FF4,161026,Universitas Muhammadiyah Manado
D399D782-AEBF-48C7-B52E-24F5814B19FD,902188,Universitas Carolina Pragensis
A2F95D98-8ABB-4272-A791-24F9A6F4DCC7,900004,Ehime University
BCB36AF6-0EB6-47BC-BBA6-2502778146DB,901302,Wala Wala College
DAEBF82B-D62D-4556-A3C3-25060E0EB770,902713,UNIVERSITI ISLAM SULTAN SHARIF ALI
C70F2463-E88D-4F61-B93B-2516A36B8998,233048,Sekolah Tinggi Teologi Ekklesia Pontianak
E6D0995D-7339-4DB3-8E3C-251EADDEEF68,013051,Sekolah Tinggi Ilmu Ekonomi Surya Nusantara
5400AAAD-3928-4B2E-8327-25250672FA50,092022,Institut Teknologi dan Bisnis Nobel Indonesia
43075E7A-5ADD-4DA1-AD8E-252586A22AA7,901187,University Of Oregon
7439A116-95FD-4D57-9126-25318F80A05C,163026,Sekolah Tinggi Ilmu Ekonomi Widya Darma Kotamobagu
51C0D938-50EB-4CC8-B9EB-253658A56E29,061002,Universitas Islam Sultan Agung
D7FC2C4B-53F1-4C29-A125-2540B651C7BB,073112,STMIK Kadiri
D1730E94-C958-4B68-A052-2544943E8D37,093177,STMIK Profesional Makassar
B0DD800B-0D2E-4D9D-8D6A-254ADCD732C3,023096,STMIK Musi Rawas
6E92F721-E277-424D-921D-25663F5B5172,901445,New England Institute Of Technology
0754DED8-4A0E-458E-8A51-25670590CB40,900147,National Defence Medical College
D54D1C7A-4CA3-476E-8575-256A143C5210,405038,Poltekkes Kemenkes Sorong
715212F6-AB0B-447E-82B6-256DE730BF60,054009,Akademi Sekretari Dan Manajemen Indonesia Bantul
5469D604-8EA1-4395-803E-25718F2B69FE,013066,Sekolah Tinggi Ilmu Ekonomi Al-Hikmah
80926EB9-5E6D-4F2E-8846-258FA4208264,063112,Sekolah Tinggi Ilmu Kesehatan Bakti Utama Pati
322B0721-F3B7-43E6-9AD6-2594A70C5FCF,091071,Universitas Muhammadiyah Mamuju
94C60778-5630-4E75-8377-25A07B8C558C,073064,STKIP PGRI Sidoarjo
522F56B5-9F82-479F-9E07-25ADD5468746,023019,Sekolah Tinggi Ilmu Ekonomi Aprin
089F8D03-1311-4DEB-9397-25B0824C27FB,902317,Technikum Winterthur Ingenieurschule
51A51B6D-0879-4C6B-99AB-25B1668CE93D,033182,STIBA Indonesia LPI
E661F986-10B6-42AA-9D31-25B1C2930F44,202024,IAIN Ternate
6E68E8CF-83B4-4262-A7C2-25B2A8B5893D,083034,Sekolah Tinggi Ilmu Ekonomi Bima
27752C70-17E1-4DD4-8973-25B4C447BA88,014222,Akademi Keperawatan Kesdam I/Bukit Barisan Pematang Siantar
7E468309-C16F-4CAF-9254-25C163F3FA33,212148,Institut Miftahul Huda Al Azhar Kota Banjar
58006E4D-25B9-4C9E-BF77-25C21D28273D,093198,STIK Imanuel Indonesia
2F11A045-0A09-4BBC-80D8-25C9D8E05349,900154,Rissho University
E6F8513A-010D-48A9-B867-25CA147ACA4F,903033,Brooks College
04F17934-079A-486C-983D-25D534F18E75,103111,STBA Haji Agus Salim
52E494A8-6A07-4BD8-9D1C-25D619C3BA9A,064141,Akademi Kebidanan Bhakti Putra Bangsa Purworejo
C67B9B64-4EB0-43AE-8AC7-25D6EC025A0A,901988,Rostock Universitat
82EA79A1-B532-4BB0-B83F-25DCB7B57353,024128,Akademi Kebidanan Sapta Karya
71E86A3F-AFE5-4DE7-B401-25DF1E5070FD,900113,Science University Of Tokyo
5201DC93-5056-43AB-8424-25E2B52F1626,233202,STT INJILI ARASTAMAR NIAS SELATAN
8ED1D0CE-F122-4B37-A849-25F81B335395,001001,Universitas Gadjah Mada
92796F44-ADE7-4174-8482-25FA11D1FB4B,900120,The University Of Occupational and environment Health
E82E96FC-1895-4D2A-90D2-25FA348521FD,073175,Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa
0F916E88-11A3-4AD6-B60B-25FA45F1615B,903239,Communication University of China
B4B67CE8-D22A-4D39-B6EA-25FF14FC51B7,015016,Politeknik Kesehatan YRSU Dr Rusdi
4C7B01D9-6467-4237-9EFF-260EBAB53F6B,053002,Sekolah Tinggi Teknologi Nasional
DBE54F47-EDB6-429F-AF2D-260F578DF0AB,071057,Universitas Teknologi Surabaya
533CFE0B-F399-4120-86D4-26171DCDC5B4,213041,STAI Mathali`ul Falah Kajen Margoyoso Pati
9FEF565B-1C34-4B5D-BF4B-261B90992FE0,213526,Sekolah Tinggi Ilmu Syariah Wal Aqidah Ash-Shofa Manonjaya
8DF894DD-69D5-4742-A4FB-261BBDDC11B8,901749,Universite Claude Bernard Lyon I
679660A0-E43F-4108-881C-261C39B5C6DA,902471,Zagazig University
905CB551-BD18-48EC-8574-2622D597C91F,902820,LAURENTIAN UNIVERSITY 
34BC51F6-25C4-4FD5-8688-26250B5D0D48,233003,STT Bethel Indonesia Jakarta
39A1A1C9-6235-4FF6-B6CE-263A03AA1FAA,335001,Politeknik Statistika STIS
9641EE0A-9AB7-480B-8F28-263DDB2F9606,901755,Ecole Nationale Dart Plastique
ED21334A-349B-4648-9148-2651B7FF079D,034198,Akademi Kebidanan Bhinneka Jakarta Satu
73D2E02E-D926-4CDF-9A36-26557643CA5B,903179,Gordon-Conwell Theological Seminary
AC9B3C28-B6AF-48C8-BFD1-265D720A5507,041138,Universitas Muhammadiyah Ahmad Dahlan Cirebon
7DE0490F-4417-4C09-AEA2-266C327C336B,045023,Politeknik Perdana Mandiri
C269565B-384B-4CDF-BB9C-266C92581D16,043261,Sekolah Tinggi Ilmu Kesehatan YPIB
DEBDBF11-BA6B-49CC-B5E4-26793BD50A84,203013,STAIN Sultan Qaimuddin Kendari
1E2D589E-3235-405F-B9EF-267E9FB8B46B,903382,"University of Distance Education, Mandalay"
0959FCC5-9D74-4922-8781-268B85DCDD25,213479,"STIT Muslim Asia Afrika, Tangerang"
09FAD30D-6488-4B00-819F-268D97083AC3,093206,STIKES Shinta Jaya Mamuju
6C1A53B6-8472-46AA-94E6-2692234F83E9,445007,Politeknik Enjiniring Pertanian Indonesia
89926A89-3BC6-4E0A-9A5F-26A2C17A4990,901213,Sam Houston State University
33E5AF70-55C8-422C-983D-26AD0CCF41DF,044187,Akademi Radiognostik Dan Radioterapi Yapenpernus
ECDC4A6C-6483-4277-9E84-26B1030BE29D,114095,Akademi Bahasa Asing Permata Hati Tarakan
28110108-D571-43B7-B5F5-26BA067FF609,901957,International Institute For Geo-infor Science
345B2994-CB1D-4FEE-BEDC-26C4DB54ED9D,902280,Kazakh State University
992EE8DB-6E4F-4E29-BA48-26CD6CA2C009,900754,Northeast Agriculture University
40831C50-7FF9-4999-816D-26D7667A488F,212108,Institut Agama Islam Darul A'mal Lampung
FC37B95A-31C5-47ED-89AA-26DB08ACEECF,903321,Shenyang Aerospace University
391BFB21-B2D3-426F-8470-26FB53E548D8,901586,University Of Reading
321739DE-151E-4376-BC26-26FD63E384C1,034226,Akademi Keperawatan Andalusia Jakarta
67FEED5A-E773-401A-A482-270374BC395E,061037,Universitas Islam Nahdlatul Ulama Jepara
4817C7C6-775E-427E-8A18-270FCA23FA2A,103064,Sekolah Tinggi Ilmu Kesehatan Ceria Buana
D5296103-28DE-4AA1-BB6D-272BB6C88E45,033075,Sekolah Tinggi Manajemen Imni
93C9678B-6913-4C17-817D-27346115E3F3,900365,National Chung Hsing University
EF4EF78B-C8AD-4A78-8E4F-273513154E1D,093122,Sekolah Tinggi Manajemen Informatika dan Komputer (STMIK) Bina Bangsa Kendari
FADC2A78-3E09-4334-9CCF-274E434B4D1B,033162,STMIK Jakarta Institute Of Technology
61E682F4-B0D8-467C-98EF-2754FB1EF0C9,900546,Victoria University At Malaysia
2D54922B-F889-4B3E-8B34-275A182DF91D,233036,Sekolah Tinggi Teologi Johanes Calvin Bali
B694F4CD-ADD7-4FF8-876C-275E2B613E0E,902739,MIDDLE EAST TECHNICAL UNIVERSITY
6CF69CF4-143D-4EAA-A3B4-27606FD8AAE3,071058,Universitas Wiraraja
90ACFD12-A27F-4D4E-B6F2-2762803BE707,900783,Lanzhou University
101095C8-DCEE-4D36-BEA4-2768978B9927,084040,Akademi Farmasi Saraswati Denpasar
59C7FDF9-BE14-4454-BE55-276ACAED9A4F,031068,Universitas Siber Asia
7777E5E3-A435-469C-A94D-27783AB6191F,064128,Akademi Kebidanan Siti Fatimah
C4F4CE66-03A1-41EE-9598-2779418E1FD8,212075,Institut Agama Islam Al-Falah As-Sunniyah Kencong Jember Jawa Timur
D7840B04-A90C-4EC4-ADF5-277970A5555A,111026,Universitas Mulia
BA2C2277-66E0-4F1D-903A-277CAF512705,045046,Politeknik Bhakti Asih Purwakarta
19C0E65A-E88F-41C5-BE79-277ED9E6C82C,901784,Universite Centrale De Lyon
5C7D7447-47A0-4872-8101-2789ACD468D6,902023,Fachhochschule Braden Universitat Applied Science
0B128367-74AC-431C-9451-278ED8F4BE5C,901513,West Texas State University
84C8DCAD-0A4E-43A6-81FA-2791B7254660,023023,Sekolah Tinggi Ilmu Ekonomi Serasan Muara Enim
11D9F30D-0744-4466-84DC-2793B5A618BE,053037,Sekolah Tinggi Pariwisata Ambarrukmo Yogyakarta
56B93E26-6DA0-49EA-A7F0-279D0880D7E8,900518,International Medical University
9AC8417D-7B3B-49B2-BBB7-27A56FD71F62,901009,Yale University
B51FC9D5-E613-406A-8D88-27AA39CD53D0,014072,Akademi Kebidanan Widya Husada
9CFB36B3-E03A-4E51-8DD0-27ACBB66D770,902062,Universitat Regensburg
4554CA98-AE42-45C0-8AD2-27B422E63C37,113085,STKIP Singkawang
8A107688-ECA3-4E82-8FF4-27B522A8BD80,900326,National Chiao Tung University
7274CCFC-2698-46B8-B129-27B7B8D08680,014231,Akademi Analis Farmasi dan Makanan Sari Mutiara  (alih  bina
3801B8D7-0D1D-4D32-8122-27BCF4028964,092041,Institut Toraja Raya Indonesia
B162DA03-06D5-4C74-B047-27C07EACCD4B,062001,IKIP Veteran Jawa Tengah
4E49E37B-6231-4683-BE93-27C35FF5FC74,213585,Sekolah Tinggi Ekonomi Syariah Manna Wa Salwa Tanah Datar Sumatera Barat 
CA1D77F1-D715-498E-B2CF-27C3D1909D68,445002,Politeknik Pembangunan Pertanian Manokwari
C1F43057-90B5-4285-9C46-27C7C5210CD1,902395,University Of Ballarat
D62EE5E1-34D4-4894-B0DE-27C88AC3071F,213388,"STAI Muhammadiyah (STAIM) Blora, Jawa Tengah"
BE418F38-3FB0-406C-9EFD-27CD8779260C,095023,Politeknik Dewantara 
29E76C97-BF74-424C-9EE6-27DCDE87F13A,041011,Universitas Advent Indonesia
46DC15EE-05AD-4CD7-B324-27DEBDF94C8C,041063,Universitas Perjuangan Tasikmalaya
B73A11CD-47A0-442B-AA2F-27E957D9A948,093147,Sekolah Tinggi Ilmu Kesehatan Mandala Waluya Kendari
B3AC5EC2-0663-4EEC-BF3A-27EA6B39B109,114009,Akademi Manajemen Koperasi Kosgoro Pontianak
5BD140DF-0A47-4CF7-B5AB-27F558ACE0DB,233349,Sekolah Tinggi Agama Kristen Bina Muda Wirawan Wonogiri
0C237A04-C7B1-4BE2-A23C-27F6B8DE42A8,073183,Sekolah Tinggi Ilmu Kesehatan Nazhatut Thullab Sampang
94E585C8-433B-43DB-9094-27F70F0C2FF3,064120,Akademi Keperawatan Asih Husada Semarang
20FA1379-9069-4320-A06D-27F987F0CA41,902315,Werkmeisterschule
618E0DEB-EF3C-4EA9-BBDF-27FAB2244B5A,233335,Sekolah Tinggi Agama Kristen Kapuas Raya Sintang
EEE1868B-C089-4AA8-A801-280C461821D0,900155,Setsunan University
F84D0318-9D12-4964-999E-2818D445512E,023115,Sekolah Tinggi Ilmu Kesehatan Permata Nusantara
196BEA59-6238-4288-B4A0-281D15C96C57,900571,Sim University
